0.2916666666666667 48.416666666666664 107.375 41.0625 88.22916666666667 46.6875 11.458333333333334 31.979166666666668 35.583333333333336 13.791666666666666 18.416666666666668 74.70833333333333 11.0 33.354166666666664 44.354166666666664 23.9375 16.958333333333332 6.645833333333333 3.1666666666666665 18.083333333333332 0.4375 48.625 112.91666666666667 41.958333333333336 89.125 47.208333333333336 11.083333333333334 29.6875 37.25 17.916666666666668 22.041666666666668 80.9375 8.25 35.458333333333336 43.708333333333336 24.625 11.791666666666666 7.3125 5.3125 18.75 |Mar 08, 2020 - CLE vs. SAS|
0.30612244897959184 48.51020408163265 107.87755102040816 41.10204081632653 88.34693877551021 46.673469387755105 11.489795918367347 32.02040816326531 35.63265306122449 14.183673469387756 18.959183673469386 74.6734693877551 11.061224489795919 33.61224489795919 44.673469387755105 23.979591836734695 16.979591836734695 6.591836734693878 3.183673469387755 18.20408163265306 0.32653061224489793 48.30612244897959 106.6734693877551 39.857142857142854 88.10204081632654 45.326530612244895 12.346938775510203 35.204081632653065 35.08163265306123 14.612244897959183 19.367346938775512 75.06122448979592 10.306122448979592 30.489795918367346 40.795918367346935 23.367346938775512 15.306122448979592 10.244897959183673 4.020408163265306 21.26530612244898 |Mar 10, 2020 - CLE @ CHI|
0.5957446808510638 48.319148936170215 116.19148936170212 41.51063829787234 89.82978723404256 46.276595744680854 15.74468085106383 42.234042553191486 37.234042553191486 17.425531914893618 22.382978723404257 77.87234042553192 10.617021276595745 36.297872340425535 46.91489361702128 24.5531914893617 12.595744680851064 6.0638297872340425 5.212765957446808 18.95744680851064 0.6041666666666666 48.3125 109.77083333333333 42.020833333333336 87.45833333333333 48.1875 10.3125 28.104166666666668 36.708333333333336 15.416666666666666 19.854166666666668 76.54166666666667 8.3125 33.354166666666664 41.666666666666664 26.291666666666668 12.916666666666666 7.479166666666667 4.9375 18.895833333333332 |Mar 08, 2020 - DAL vs. IND|
0.5833333333333334 48.3125 116.04166666666667 41.458333333333336 89.85416666666667 46.208333333333336 15.708333333333334 42.25 37.145833333333336 17.416666666666668 22.4375 77.66666666666667 10.583333333333334 36.229166666666664 46.8125 24.4375 12.5625 6.083333333333333 5.208333333333333 18.916666666666668 0.42857142857142855 48.714285714285715 113.24489795918367 41.97959183673469 89.3061224489796 47.142857142857146 11.061224489795919 29.612244897959183 37.265306122448976 18.224489795918366 22.3265306122449 81.16326530612245 8.204081632653061 35.51020408163265 43.714285714285715 24.53061224489796 11.73469387755102 7.469387755102041 5.326530612244898 19.06122448979592 |Mar 10, 2020 - DAL @ SAS|
0.5714285714285714 48.30612244897959 115.89795918367346 41.46938775510204 89.89795918367346 46.204081632653065 15.73469387755102 42.285714285714285 37.16326530612245 17.224489795918366 22.20408163265306 77.57142857142857 10.510204081632653 36.204081632653065 46.714285714285715 24.408163265306122 12.591836734693878 6.122448979591836 5.163265306122449 18.918367346938776 0.6326530612244898 48.40816326530612 111.81632653061224 42.326530612244895 88.36734693877551 48.06122448979592 10.877551020408163 30.448979591836736 35.0 16.285714285714285 20.693877551020407 78.51020408163265 10.653061224489797 32.89795918367347 43.55102040816327 26.836734693877553 13.714285714285714 8.306122448979592 4.551020408163265 19.816326530612244 |Mar 11, 2020 - DAL vs. DEN|
0.625 48.416666666666664 111.875 42.354166666666664 88.25 48.145833333333336 10.770833333333334 30.229166666666668 34.916666666666664 16.395833333333332 20.875 78.25 10.75 32.708333333333336 43.458333333333336 26.8125 13.708333333333334 8.25 4.479166666666667 19.8125 0.8367346938775511 48.10204081632653 118.46938775510205 43.734693877551024 91.04081632653062 48.12244897959184 13.591836734693878 37.57142857142857 36.224489795918366 17.408163265306122 23.244897959183675 74.42857142857143 9.306122448979592 42.36734693877551 51.673469387755105 26.408163265306122 14.693877551020408 7.3061224489795915 5.979591836734694 18.46938775510204 |Mar 09, 2020 - DEN vs. MIL|
0.6326530612244898 48.40816326530612 111.81632653061224 42.326530612244895 88.36734693877551 48.06122448979592 10.877551020408163 30.448979591836736 35.0 16.285714285714285 20.693877551020407 78.51020408163265 10.653061224489797 32.89795918367347 43.55102040816327 26.836734693877553 13.714285714285714 8.306122448979592 4.551020408163265 19.816326530612244 0.5714285714285714 48.30612244897959 115.89795918367346 41.46938775510204 89.89795918367346 46.204081632653065 15.73469387755102 42.285714285714285 37.16326530612245 17.224489795918366 22.20408163265306 77.57142857142857 10.510204081632653 36.204081632653065 46.714285714285715 24.408163265306122 12.591836734693878 6.122448979591836 5.163265306122449 18.918367346938776 |Mar 11, 2020 - DEN @ DAL|
0.3125 48.520833333333336 107.66666666666667 39.708333333333336 86.6875 45.854166666666664 12.020833333333334 33.208333333333336 36.125 16.229166666666668 21.916666666666668 73.72916666666667 10.125 32.020833333333336 42.145833333333336 23.895833333333332 14.708333333333334 7.5 4.270833333333333 19.333333333333332 0.3191489361702128 48.42553191489362 106.44680851063829 40.659574468085104 90.17021276595744 45.1063829787234 9.25531914893617 28.48936170212766 32.51063829787234 15.872340425531915 22.74468085106383 70.0 12.02127659574468 34.851063829787236 46.87234042553192 22.340425531914892 14.085106382978724 7.1063829787234045 4.76595744680851 21.574468085106382 |Mar 08, 2020 - DET @ NYK|
0.30612244897959184 48.51020408163265 107.18367346938776 39.48979591836735 86.55102040816327 45.6530612244898 12.0 33.30612244897959 35.97959183673469 16.20408163265306 21.918367346938776 73.61224489795919 10.020408163265307 31.979591836734695 42.0 23.836734693877553 14.673469387755102 7.510204081632653 4.224489795918367 19.3265306122449 0.5714285714285714 48.204081632653065 109.14285714285714 40.42857142857143 87.51020408163265 46.265306122448976 11.653061224489797 32.0 36.224489795918366 16.632653061224488 21.93877551020408 75.20408163265306 10.306122448979592 34.61224489795919 44.91836734693877 25.551020408163264 13.387755102040817 8.0 5.285714285714286 19.693877551020407 |Mar 11, 2020 - DET @ PHI|
0.24489795918367346 48.40816326530612 105.46938775510205 38.44897959183673 87.6938775510204 43.93877551020408 10.673469387755102 31.346938775510203 33.795918367346935 17.897959183673468 22.73469387755102 78.73469387755102 9.89795918367347 32.53061224489796 42.42857142857143 25.918367346938776 15.020408163265307 8.53061224489796 4.816326530612245 20.20408163265306 0.6938775510204082 48.30612244897959 116.85714285714286 41.816326530612244 90.0 46.51020408163265 12.510204081632653 33.755102040816325 37.10204081632653 20.714285714285715 26.183673469387756 79.44897959183673 10.877551020408163 37.02040816326531 47.89795918367347 24.163265306122447 14.306122448979592 7.204081632653061 4.795918367346939 21.591836734693878 |Mar 10, 2020 - GSW vs. LAC|
0.5833333333333334 48.3125 118.0 41.354166666666664 90.6875 45.770833333333336 15.4375 44.020833333333336 35.208333333333336 19.854166666666668 25.166666666666668 79.20833333333333 10.333333333333334 34.25 44.583333333333336 21.5625 14.354166666666666 8.458333333333334 4.958333333333333 21.583333333333332 0.4583333333333333 48.104166666666664 107.0 39.541666666666664 88.83333333333333 44.541666666666664 11.1875 32.25 34.8125 16.729166666666668 21.979166666666668 75.45833333333333 10.020833333333334 33.958333333333336 43.979166666666664 24.25 12.333333333333334 8.354166666666666 5.625 17.25 |Mar 08, 2020 - HOU vs. ORL|
0.5714285714285714 48.30612244897959 117.75510204081633 41.30612244897959 90.63265306122449 45.734693877551024 15.306122448979592 43.775510204081634 35.06122448979592 19.836734693877553 25.163265306122447 79.14285714285714 10.346938775510203 34.10204081632653 44.44897959183673 21.551020408163264 14.428571428571429 8.489795918367347 5.0 21.612244897959183 0.22448979591836735 48.51020408163265 112.55102040816327 40.04081632653061 91.18367346938776 43.95918367346939 13.612244897959183 39.89795918367347 34.12244897959184 18.857142857142858 25.102040816326532 74.40816326530613 10.408163265306122 33.795918367346935 44.204081632653065 23.877551020408163 14.938775510204081 8.46938775510204 5.591836734693878 21.26530612244898 |Mar 10, 2020 - HOU vs. MIN|
0.6041666666666666 48.3125 109.77083333333333 42.020833333333336 87.45833333333333 48.1875 10.3125 28.104166666666668 36.708333333333336 15.416666666666666 19.854166666666668 76.54166666666667 8.3125 33.354166666666664 41.666666666666664 26.291666666666668 12.916666666666666 7.479166666666667 4.9375 18.895833333333332 0.5957446808510638 48.319148936170215 116.19148936170212 41.51063829787234 89.82978723404256 46.276595744680854 15.74468085106383 42.234042553191486 37.234042553191486 17.425531914893618 22.382978723404257 77.87234042553192 10.617021276595745 36.297872340425535 46.91489361702128 24.5531914893617 12.595744680851064 6.0638297872340425 5.212765957446808 18.95744680851064 |Mar 08, 2020 - IND @ DAL|
0.6122448979591837 48.30612244897959 109.81632653061224 42.10204081632653 87.46938775510205 48.265306122448976 10.26530612244898 28.0 36.673469387755105 15.346938775510203 19.816326530612244 76.34693877551021 8.26530612244898 33.51020408163265 41.775510204081634 26.224489795918366 12.877551020408163 7.428571428571429 4.959183673469388 18.979591836734695 0.6326530612244898 48.40816326530612 113.26530612244898 41.36734693877551 89.06122448979592 46.53061224489796 12.326530612244898 33.734693877551024 36.755102040816325 18.20408163265306 22.693877551020407 80.38775510204081 10.775510204081632 34.857142857142854 45.63265306122449 22.346938775510203 13.959183673469388 8.16326530612245 5.591836734693878 21.244897959183675 |Mar 10, 2020 - IND vs. BOS|
0.7083333333333334 48.3125 117.14583333333333 41.979166666666664 90.08333333333333 46.645833333333336 12.625 33.8125 37.395833333333336 20.5625 25.958333333333332 79.52083333333333 10.791666666666666 37.083333333333336 47.875 24.416666666666668 14.270833333333334 7.25 4.791666666666667 21.5 0.7708333333333334 48.104166666666664 115.60416666666667 43.125 88.39583333333333 48.770833333333336 11.458333333333334 31.708333333333332 36.020833333333336 17.895833333333332 24.791666666666668 72.08333333333333 10.875 35.354166666666664 46.229166666666664 25.833333333333332 15.145833333333334 8.708333333333334 6.625 20.458333333333332 |Mar 08, 2020 - LAC vs. LAL|
0.6938775510204082 48.30612244897959 116.85714285714286 41.816326530612244 90.0 46.51020408163265 12.510204081632653 33.755102040816325 37.10204081632653 20.714285714285715 26.183673469387756 79.44897959183673 10.877551020408163 37.02040816326531 47.89795918367347 24.163265306122447 14.306122448979592 7.204081632653061 4.795918367346939 21.591836734693878 0.24489795918367346 48.40816326530612 105.46938775510205 38.44897959183673 87.6938775510204 43.93877551020408 10.673469387755102 31.346938775510203 33.795918367346935 17.897959183673468 22.73469387755102 78.73469387755102 9.89795918367347 32.53061224489796 42.42857142857143 25.918367346938776 15.020408163265307 8.53061224489796 4.816326530612245 20.20408163265306 |Mar 10, 2020 - LAC @ GSW|
0.7708333333333334 48.104166666666664 115.60416666666667 43.125 88.39583333333333 48.770833333333336 11.458333333333334 31.708333333333332 36.020833333333336 17.895833333333332 24.791666666666668 72.08333333333333 10.875 35.354166666666664 46.229166666666664 25.833333333333332 15.145833333333334 8.708333333333334 6.625 20.458333333333332 0.7083333333333334 48.3125 117.14583333333333 41.979166666666664 90.08333333333333 46.645833333333336 12.625 33.8125 37.395833333333336 20.5625 25.958333333333332 79.52083333333333 10.791666666666666 37.083333333333336 47.875 24.416666666666668 14.270833333333334 7.25 4.791666666666667 21.5 |Mar 08, 2020 - LAL @ LAC|
0.7755102040816326 48.10204081632653 115.53061224489795 43.04081632653061 88.36734693877551 48.69387755102041 11.428571428571429 31.775510204081634 35.857142857142854 18.020408163265305 24.857142857142858 72.36734693877551 10.83673469387755 35.36734693877551 46.204081632653065 25.755102040816325 15.122448979591837 8.693877551020408 6.63265306122449 20.612244897959183 0.46938775510204084 48.61224489795919 110.12244897959184 39.775510204081634 89.65306122448979 44.48979591836735 12.979591836734693 38.142857142857146 34.3469387755102 17.591836734693878 23.6734693877551 74.34693877551021 10.979591836734693 37.714285714285715 48.69387755102041 24.367346938775512 15.326530612244898 6.3061224489795915 4.408163265306122 20.040816326530614 |Mar 10, 2020 - LAL vs. BKN|
0.5510204081632653 48.0 113.71428571428571 43.183673469387756 91.3061224489796 47.51020408163265 11.0 31.26530612244898 34.795918367346935 16.346938775510203 21.489795918367346 76.04081632653062 10.653061224489797 36.6530612244898 47.30612244897959 27.122448979591837 14.53061224489796 8.040816326530612 5.673469387755102 20.224489795918366 0.46938775510204084 48.10204081632653 107.38775510204081 39.63265306122449 88.87755102040816 44.61224489795919 11.224489795918368 32.183673469387756 35.02040816326531 16.897959183673468 22.163265306122447 75.55102040816327 10.081632653061224 34.0 44.08163265306123 24.183673469387756 12.387755102040817 8.408163265306122 5.591836734693878 17.244897959183675 |Mar 10, 2020 - MEM vs. ORL|
0.6041666666666666 48.833333333333336 113.16666666666667 39.875 85.41666666666667 46.8125 13.604166666666666 35.604166666666664 38.291666666666664 19.8125 25.270833333333332 77.60416666666667 8.5 36.395833333333336 44.895833333333336 26.0625 13.4375 6.708333333333333 4.1875 20.0625 0.375 48.3125 115.02083333333333 41.354166666666664 90.54166666666667 45.895833333333336 11.916666666666666 32.333333333333336 36.854166666666664 20.395833333333332 26.166666666666668 77.70833333333333 10.083333333333334 31.645833333333332 41.729166666666664 24.5 13.770833333333334 8.479166666666666 4.333333333333333 22.625 |Mar 08, 2020 - MIA @ WAS|
0.6122448979591837 48.816326530612244 112.89795918367346 39.714285714285715 85.0204081632653 46.857142857142854 13.591836734693878 35.44897959183673 38.46938775510204 19.877551020408163 25.3265306122449 77.6938775510204 8.428571428571429 36.48979591836735 44.91836734693877 25.959183673469386 13.63265306122449 6.714285714285714 4.26530612244898 20.163265306122447 0.32653061224489793 48.51020408163265 102.12244897959184 37.12244897959184 86.0 43.30612244897959 11.714285714285714 33.91836734693877 34.326530612244895 16.163265306122447 21.3265306122449 75.65306122448979 11.142857142857142 32.06122448979592 43.204081632653065 24.040816326530614 13.938775510204081 6.510204081632653 4.204081632653061 18.79591836734694 |Mar 11, 2020 - MIA vs. CHA|
0.8541666666666666 48.104166666666664 118.20833333333333 43.583333333333336 90.95833333333333 48.0 13.604166666666666 37.666666666666664 36.145833333333336 17.4375 23.291666666666668 74.39583333333333 9.354166666666666 42.645833333333336 52.0 26.479166666666668 14.791666666666666 7.3125 6.041666666666667 18.25 0.3541666666666667 48.208333333333336 111.5625 40.895833333333336 87.79166666666667 46.729166666666664 10.458333333333334 30.4375 34.479166666666664 19.3125 23.416666666666668 82.27083333333333 10.333333333333334 32.75 43.083333333333336 27.020833333333332 15.166666666666666 7.895833333333333 4.020833333333333 21.916666666666668 |Mar 08, 2020 - MIL @ PHX|
0.8367346938775511 48.10204081632653 118.46938775510205 43.734693877551024 91.04081632653062 48.12244897959184 13.591836734693878 37.57142857142857 36.224489795918366 17.408163265306122 23.244897959183675 74.42857142857143 9.306122448979592 42.36734693877551 51.673469387755105 26.408163265306122 14.693877551020408 7.3061224489795915 5.979591836734694 18.46938775510204 0.625 48.416666666666664 111.875 42.354166666666664 88.25 48.145833333333336 10.770833333333334 30.229166666666668 34.916666666666664 16.395833333333332 20.875 78.25 10.75 32.708333333333336 43.458333333333336 26.8125 13.708333333333334 8.25 4.479166666666667 19.8125 |Mar 09, 2020 - MIL @ DEN|
0.22916666666666666 48.520833333333336 112.66666666666667 40.104166666666664 91.125 44.041666666666664 13.729166666666666 40.041666666666664 34.3125 18.729166666666668 24.979166666666668 74.27083333333333 10.4375 33.8125 44.25 23.958333333333332 14.895833333333334 8.333333333333334 5.645833333333333 21.229166666666668 0.4489795918367347 48.51020408163265 116.26530612244898 42.673469387755105 92.04081632653062 46.48979591836735 13.795918367346939 37.224489795918366 37.04081632653061 17.122448979591837 23.448979591836736 72.61224489795919 11.122448979591837 36.06122448979592 47.183673469387756 27.244897959183675 15.795918367346939 7.244897959183674 5.224489795918367 20.26530612244898 |Mar 08, 2020 - MIN vs. NOP|
0.22448979591836735 48.51020408163265 112.55102040816327 40.04081632653061 91.18367346938776 43.95918367346939 13.612244897959183 39.89795918367347 34.12244897959184 18.857142857142858 25.102040816326532 74.40816326530613 10.408163265306122 33.795918367346935 44.204081632653065 23.877551020408163 14.938775510204081 8.46938775510204 5.591836734693878 21.26530612244898 0.5714285714285714 48.30612244897959 117.75510204081633 41.30612244897959 90.63265306122449 45.734693877551024 15.306122448979592 43.775510204081634 35.06122448979592 19.836734693877553 25.163265306122447 79.14285714285714 10.346938775510203 34.10204081632653 44.44897959183673 21.551020408163264 14.428571428571429 8.489795918367347 5.0 21.612244897959183 |Mar 10, 2020 - MIN @ HOU|
0.4489795918367347 48.51020408163265 116.26530612244898 42.673469387755105 92.04081632653062 46.48979591836735 13.795918367346939 37.224489795918366 37.04081632653061 17.122448979591837 23.448979591836736 72.61224489795919 11.122448979591837 36.06122448979592 47.183673469387756 27.244897959183675 15.795918367346939 7.244897959183674 5.224489795918367 20.26530612244898 0.22916666666666666 48.520833333333336 112.66666666666667 40.104166666666664 91.125 44.041666666666664 13.729166666666666 40.041666666666664 34.3125 18.729166666666668 24.979166666666668 74.27083333333333 10.4375 33.8125 44.25 23.958333333333332 14.895833333333334 8.333333333333334 5.645833333333333 21.229166666666668 |Mar 08, 2020 - NOP @ MIN|
0.3191489361702128 48.42553191489362 106.44680851063829 40.659574468085104 90.17021276595744 45.1063829787234 9.25531914893617 28.48936170212766 32.51063829787234 15.872340425531915 22.74468085106383 70.0 12.02127659574468 34.851063829787236 46.87234042553192 22.340425531914892 14.085106382978724 7.1063829787234045 4.76595744680851 21.574468085106382 0.3125 48.520833333333336 107.66666666666667 39.708333333333336 86.6875 45.854166666666664 12.020833333333334 33.208333333333336 36.125 16.229166666666668 21.916666666666668 73.72916666666667 10.125 32.020833333333336 42.145833333333336 23.895833333333332 14.708333333333334 7.5 4.270833333333333 19.333333333333332 |Mar 08, 2020 - NYK vs. DET|
0.3333333333333333 48.416666666666664 106.22916666666667 40.5625 90.0 45.083333333333336 9.1875 28.291666666666668 32.479166666666664 15.916666666666666 22.791666666666668 70.04166666666667 12.041666666666666 34.916666666666664 46.958333333333336 22.1875 14.041666666666666 7.166666666666667 4.770833333333333 21.458333333333332 0.3673469387755102 48.30612244897959 114.48979591836735 41.04081632653061 90.28571428571429 45.63265306122449 12.061224489795919 32.63265306122449 36.93877551020408 20.346938775510203 26.06122448979592 77.87755102040816 9.959183673469388 31.510204081632654 41.46938775510204 24.387755102040817 13.775510204081632 8.53061224489796 4.285714285714286 22.693877551020407 |Mar 10, 2020 - NYK @ WAS|
0.32653061224489793 48.40816326530612 106.40816326530613 40.59183673469388 89.81632653061224 45.224489795918366 9.16326530612245 28.142857142857142 32.61224489795919 16.06122448979592 22.959183673469386 70.12244897959184 11.959183673469388 34.775510204081634 46.734693877551024 22.346938775510203 14.142857142857142 7.224489795918367 4.73469387755102 21.612244897959183 0.32653061224489793 48.61224489795919 112.63265306122449 40.714285714285715 91.08163265306122 44.87755102040816 12.693877551020408 37.42857142857143 33.89795918367347 18.510204081632654 22.877551020408163 80.6938775510204 9.693877551020408 33.69387755102041 43.38775510204081 23.959183673469386 15.673469387755102 7.428571428571429 5.163265306122449 23.020408163265305 |Mar 11, 2020 - NYK @ ATL|
0.6938775510204082 48.30612244897959 112.3265306122449 41.142857142857146 85.85714285714286 48.04081632653061 10.387755102040817 29.428571428571427 35.38775510204081 19.653061224489797 24.489795918367346 80.6734693877551 8.142857142857142 34.44897959183673 42.59183673469388 22.163265306122447 12.673469387755102 7.408163265306122 5.183673469387755 18.244897959183675 0.6458333333333334 48.416666666666664 113.45833333333333 41.4375 89.0 46.625 12.3125 33.666666666666664 36.791666666666664 18.270833333333332 22.770833333333332 80.41666666666667 10.770833333333334 34.854166666666664 45.625 22.354166666666668 13.979166666666666 8.145833333333334 5.604166666666667 21.166666666666668 |Mar 08, 2020 - OKC @ BOS|
0.4583333333333333 48.104166666666664 107.0 39.541666666666664 88.83333333333333 44.541666666666664 11.1875 32.25 34.8125 16.729166666666668 21.979166666666668 75.45833333333333 10.020833333333334 33.958333333333336 43.979166666666664 24.25 12.333333333333334 8.354166666666666 5.625 17.25 0.5833333333333334 48.3125 118.0 41.354166666666664 90.6875 45.770833333333336 15.4375 44.020833333333336 35.208333333333336 19.854166666666668 25.166666666666668 79.20833333333333 10.333333333333334 34.25 44.583333333333336 21.5625 14.354166666666666 8.458333333333334 4.958333333333333 21.583333333333332 |Mar 08, 2020 - ORL @ HOU|
0.46938775510204084 48.10204081632653 107.38775510204081 39.63265306122449 88.87755102040816 44.61224489795919 11.224489795918368 32.183673469387756 35.02040816326531 16.897959183673468 22.163265306122447 75.55102040816327 10.081632653061224 34.0 44.08163265306123 24.183673469387756 12.387755102040817 8.408163265306122 5.591836734693878 17.244897959183675 0.5510204081632653 48.0 113.71428571428571 43.183673469387756 91.3061224489796 47.51020408163265 11.0 31.26530612244898 34.795918367346935 16.346938775510203 21.489795918367346 76.04081632653062 10.653061224489797 36.6530612244898 47.30612244897959 27.122448979591837 14.53061224489796 8.040816326530612 5.673469387755102 20.224489795918366 |Mar 10, 2020 - ORL @ MEM|
0.5714285714285714 48.204081632653065 109.14285714285714 40.42857142857143 87.51020408163265 46.265306122448976 11.653061224489797 32.0 36.224489795918366 16.632653061224488 21.93877551020408 75.20408163265306 10.306122448979592 34.61224489795919 44.91836734693877 25.551020408163264 13.387755102040817 8.0 5.285714285714286 19.693877551020407 0.30612244897959184 48.51020408163265 107.18367346938776 39.48979591836735 86.55102040816327 45.6530612244898 12.0 33.30612244897959 35.97959183673469 16.20408163265306 21.918367346938776 73.61224489795919 10.020408163265307 31.979591836734695 42.0 23.836734693877553 14.673469387755102 7.510204081632653 4.224489795918367 19.3265306122449 |Mar 11, 2020 - PHI vs. DET|
